Country,Correlation,Annual CO₂ emissions growth (%)_1951,Annual CO₂ emissions growth (%)_1952,Annual CO₂ emissions growth (%)_1953,Annual CO₂ emissions growth (%)_1954,Annual CO₂ emissions growth (%)_1955,Annual CO₂ emissions growth (%)_1956,Annual CO₂ emissions growth (%)_1957,Annual CO₂ emissions growth (%)_1958,Annual CO₂ emissions growth (%)_1959,Annual CO₂ emissions growth (%)_1960,Annual CO₂ emissions growth (%)_1961,Annual CO₂ emissions growth (%)_1962,Annual CO₂ emissions growth (%)_1963,Annual CO₂ emissions growth (%)_1964,Annual CO₂ emissions growth (%)_1965,Annual CO₂ emissions growth (%)_1966,Annual CO₂ emissions growth (%)_1967,Annual CO₂ emissions growth (%)_1968,Annual CO₂ emissions growth (%)_1969,Annual CO₂ emissions growth (%)_1970,Annual CO₂ emissions growth (%)_1971,Annual CO₂ emissions growth (%)_1972,Annual CO₂ emissions growth (%)_1973,Annual CO₂ emissions growth (%)_1974,Annual CO₂ emissions growth (%)_1975,Annual CO₂ emissions growth (%)_1976,Annual CO₂ emissions growth (%)_1977,Annual CO₂ emissions growth (%)_1978,Annual CO₂ emissions growth (%)_1979,Annual CO₂ emissions growth (%)_1980,Annual CO₂ emissions growth (%)_1981,Annual CO₂ emissions growth (%)_1982,Annual CO₂ emissions growth (%)_1983,Annual CO₂ emissions growth (%)_1984,Annual CO₂ emissions growth (%)_1985,Annual CO₂ emissions growth (%)_1986,Annual CO₂ emissions growth (%)_1987,Annual CO₂ emissions growth (%)_1988,Annual CO₂ emissions growth (%)_1989,Annual CO₂ emissions growth (%)_1990,Annual CO₂ emissions growth (%)_1991,Annual CO₂ emissions growth (%)_1992,Annual CO₂ emissions growth (%)_1993,Annual CO₂ emissions growth (%)_1994,Annual CO₂ emissions growth (%)_1995,Annual CO₂ emissions growth (%)_1996,Annual CO₂ emissions growth (%)_1997,Annual CO₂ emissions growth (%)_1998,Annual CO₂ emissions growth (%)_1999,Annual CO₂ emissions growth (%)_2000,Annual CO₂ emissions growth (%)_2001,Annual CO₂ emissions growth (%)_2002,Annual CO₂ emissions growth (%)_2003,Annual CO₂ emissions growth (%)_2004,Annual CO₂ emissions growth (%)_2005,Annual CO₂ emissions growth (%)_2006,Annual CO₂ emissions growth (%)_2007,Annual CO₂ emissions growth (%)_2008,Annual CO₂ emissions growth (%)_2009,Annual CO₂ emissions growth (%)_2010,Annual CO₂ emissions growth (%)_2011,Annual CO₂ emissions growth (%)_2012,Annual CO₂ emissions growth (%)_2013,Annual CO₂ emissions growth (%)_2014,Annual CO₂ emissions growth (%)_2015,Annual CO₂ emissions growth (%)_2016,Annual CO₂ emissions growth (%)_2017,Annual CO₂ emissions growth (%)_2018,Annual CO₂ emissions growth (%)_2019,Annual CO₂ emissions growth (%)_2020,Annual CO₂ emissions growth (%)_2021,Population Growth %_1951,Population Growth %_1952,Population Growth %_1953,Population Growth %_1954,Population Growth %_1955,Population Growth %_1956,Population Growth %_1957,Population Growth %_1958,Population Growth %_1959,Population Growth %_1960,Population Growth %_1961,Population Growth %_1962,Population Growth %_1963,Population Growth %_1964,Population Growth %_1965,Population Growth %_1966,Population Growth %_1967,Population Growth %_1968,Population Growth %_1969,Population Growth %_1970,Population Growth %_1971,Population Growth %_1972,Population Growth %_1973,Population Growth %_1974,Population Growth %_1975,Population Growth %_1976,Population Growth %_1977,Population Growth %_1978,Population Growth %_1979,Population Growth %_1980,Population Growth %_1981,Population Growth %_1982,Population Growth %_1983,Population Growth %_1984,Population Growth %_1985,Population Growth %_1986,Population Growth %_1987,Population Growth %_1988,Population Growth %_1989,Population Growth %_1990,Population Growth %_1991,Population Growth %_1992,Population Growth %_1993,Population Growth %_1994,Population Growth %_1995,Population Growth %_1996,Population Growth %_1997,Population Growth %_1998,Population Growth %_1999,Population Growth %_2000,Population Growth %_2001,Population Growth %_2002,Population Growth %_2003,Population Growth %_2004,Population Growth %_2005,Population Growth %_2006,Population Growth %_2007,Population Growth %_2008,Population Growth %_2009,Population Growth %_2010,Population Growth %_2011,Population Growth %_2012,Population Growth %_2013,Population Growth %_2014,Population Growth %_2015,Population Growth %_2016,Population Growth %_2017,Population Growth %_2018,Population Growth %_2019,Population Growth %_2020,Population Growth %_2021
Djibouti,0.066536363,133.33333,0,14.285719,12.5,11.111116,-19.999998,50,8.333338,-23.076921,10.000002,9.090912,8.333338,38.46154,27.777779,43.478264,15.151512,-36.84211,37.5,-30.303032,65.217384,15.789473,18.181812,-5.769229,8.163261,1.886797,0,0,1.8518567,79.99999,-4.0404024,-13.684214,15.853655,0,1.05263,2.0833373,5.1020384,2.9126167,-10.377359,11.578953,-23.584908,1.2345672,1.219511,0,-1.2048185,3.658533,-1.1764705,8.333338,15.384615,0,-4.7619047,0,9.000004,5.5045843,-3.4782588,1.8018007,0,11.504423,7.9365134,-11.02941,16.528915,-8.510632,3.1007767,14.236879,-30.247355,11.160016,-11.932832,3.0581355,11.00651,3.1592727,-14.748216,18.925678,3.054103502,3.076454849,3.147644649,3.195613151,3.233039473,3.312042365,3.329404912,3.314682454,3.310611213,3.558014253,3.915647646,4.35932906,4.923562184,5.435938275,5.664029675,5.580474514,5.44024416,5.301084523,5.946974474,6.534198774,6.712149755,7.03611226,7.21002048,7.831902764,8.900370581,9.87687458,10.31942527,9.972397163,8.740362552,6.992949108,5.28472556,4.028771432,3.547239203,3.926444242,4.860184878,5.896100804,6.618217444,6.671662567,8.064230967,10.78523785,8.920219035,-0.824061565,-1.89906944,2.022133391,1.001460752,2.410392011,3.678601443,4.181139326,3.597384267,3.209590694,3.22087356,3.144714694,2.183038941,1.42472287,1.462492175,1.901758671,2.137924006,2.031788354,2.056335195,2.004297307,1.919544536,1.873409847,1.840309403,1.804401261,1.766339639,1.736047395,1.723841065,1.706017393,1.665855134,1.583049821,1.488798677
Dominica,0.258993925,,100,-50,0,0,0,0,100,50,0,0,0,33.333336,0,0,0,50,0,-16.666668,39.999996,0,0,0,14.285719,0,0,-12.5,0,28.571426,11.111116,0,10.000002,0,9.090912,8.333338,0,0,15.384615,6.666672,0,0,0,6.25,11.764706,15.789473,-9.090906,10.000002,-4.545456,4.7619104,27.272724,7.1428537,-6.666666,14.285719,21.875,5.128205,-4.87805,20.51282,-2.1276593,10.869562,-7.843137,-10.638296,7.1428537,-4.444444,4.651165,6.666672,-2.0833313,-10.638296,4.7619104,6.818187,-8.510637,-3.6375284,,0.291570403,0.495624787,0.886253871,1.624498293,2.391219442,2.858499599,3.206287699,3.30210644,2.585353214,1.592595796,1.234895855,1.150194783,1.146428179,1.274168092,1.40651634,1.481460136,1.553537737,1.583829898,1.226389704,0.723897688,0.61041091,0.687502392,0.749134646,0.764725072,0.742587975,0.662997501,0.563431323,0.481052481,0.364043127,0.064093293,-0.160130599,-0.20098106,-0.194843613,-0.263623642,-0.382621716,-0.492233553,-0.572789198,-0.645961869,-0.841299856,-0.587696917,-0.058317841,0.076420216,-0.044396431,-0.112520913,-0.203062238,-0.272092678,-0.334490996,-0.459937061,-0.584258058,-0.278745855,0.301935476,0.448067633,0.350182155,0.255504734,0.181654128,0.08022427,0.045294849,0.062847935,0.010418465,0.084231956,0.388389936,0.002962384,1.01073536,1.111182798,0.148501785,0.536072681,0.633173936,0.891686561,0.799539229,0.554506278
Dominican Republic,0.305319381,3.126371,65.34033,4.330671,1.1647344,46.199654,7.601452,4.825592,3.1978846,4.5025706,-6.5754294,-1.0825157,20.656384,0.5952716,39.888336,-11.517942,8.043945,-6.1516285,49.80223,12.944401,17.12147,13.320613,32.687355,27.632273,7.5614095,-1.1995018,-0.16307235,-11.442465,-3.0112207,24.957298,-5.284393,-4.539734,2.7422905,24.781668,-6.040609,-2.0150542,12.145424,19.286037,0.54159164,5.319929,-12.886513,6.739795,9.224951,7.588303,5.2431703,28.063786,9.1174965,4.7398806,3.0261993,0.18589497,6.5672994,0.8054614,9.425819,1.8897057,-18.795103,3.503859,6.5294027,4.60968,1.6951323,-2.710873,3.9067864,3.7193775,-0.2962768,0.057423115,2.509296,7.770312,4.894662,-2.5467932,7.242048,10.166287,-17.173904,1.2050271,3.148002493,3.20711262,3.256513954,3.302162844,3.335585434,3.343835826,3.329334797,3.302322377,3.273652306,3.244308761,3.211368578,3.176876987,3.143117187,3.111849378,3.029400607,3.018065528,3.041482716,2.970779693,2.903857026,2.856928485,2.802946996,2.751923064,2.726709146,2.698844133,2.651703395,2.607697461,2.564638032,2.512508474,2.451209432,2.399479267,2.344630689,2.287434234,2.269451617,2.257940805,2.212649727,2.162720193,2.138119999,2.134844044,2.149473406,2.148939482,2.103874932,2.04346098,1.991127141,1.927088072,1.853231291,1.772766156,1.67913064,1.581328008,1.525116626,1.51593724,1.493582843,1.457274075,1.433099524,1.40432816,1.369701541,1.332844637,1.309825075,1.331605358,1.372447947,1.386565692,1.367245601,1.327846623,1.274844505,1.224455223,1.182888588,1.136234572,1.093935682,1.065665675,1.029794233,1.028408787,1.018306594
East Timor,-0.30982592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.7034,43.723774,-45.945602,120.35777,-5.09848,99.97505,-35.38304,-1.3816178,-9.043348,-1.0185122,12.853646,-2.6878357,38.563683,36.277626,4.6408296,0.8929491,-5.549121,9.04752,7.2638392,-10.533446,9.465921,-4.284227,2.660966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.253977464,1.328673524,1.682000954,1.901303389,1.914086661,2.109361565,2.491880874,2.614150096,2.471248604,2.275428868,2.066389749,2.059737656,2.204831075,2.210866521,2.106974002,2.040030904,1.85602177,1.681826734,1.659375175,1.641654843,1.621667908,1.672011383,1.760717503
Ecuador,0.192599734,-4.964119,27.091658,-8.199996,17.41476,24.32276,8.258474,-12.71798,16.835106,-2.2148907,36.26436,-6.6608906,-4.90067,14.750851,19.392359,6.1502695,6.2746167,7.123244,20.231735,15.2998085,19.207657,-1.37375,8.759165,14.53135,15.747619,20.89814,10.138702,-7.7573957,39.268517,16.66317,10.433733,24.208187,15.5068035,1.3906479,8.649576,-8.668554,-21.488565,-1.1307955,14.287769,17.387056,-18.338501,-1.8267691,35.91285,9.694362,-40.60725,64.24619,7.6663136,-23.205698,18.846107,-4.8255324,-4.7730446,11.853194,6.062937,9.040653,8.076835,4.550874,-2.9416919,15.4579525,-11.566067,10.833681,7.9699993,5.4787874,-2.2348285,6.0044527,10.279596,-5.6152105,-4.648465,-0.4645884,-1.9019842,4.2573333,-17.860281,20.730377,2.677968847,2.669795478,2.663226636,2.657815183,2.667630234,2.690595479,2.723942611,2.753354884,2.782437869,2.8189388,2.865979131,2.914199211,2.952091918,2.981658039,3.000169774,3.003431305,3.001879371,2.996666222,2.979651904,2.955045384,2.929103442,2.907268561,2.880213207,2.845817864,2.823560585,2.808130405,2.788726064,2.768096532,2.751009548,2.732652969,2.707744056,2.680542007,2.653420113,2.629623274,2.606886534,2.583651148,2.550323068,2.491301511,2.421489402,2.350644242,2.260617838,2.124610467,1.989547727,1.91638239,1.877743933,1.84362943,1.806468947,1.772296938,1.75041597,1.741717391,1.752509886,1.775321679,1.790029837,1.780973019,1.76503341,1.76141816,1.757806129,1.741549224,1.716591225,1.690981252,1.668405615,1.623548257,1.5394737,1.474608053,1.465818382,1.480065073,1.547128339,1.920150467,1.945193949,1.41907946,1.198035151
Egypt,0.11411262,3.1823397,3.1648397,-1.0481954,8.217168,-8.764875,-6.575465,19.859112,14.818144,-7.1311417,26.17383,6.4442396,8.819866,15.915847,18.416012,8.309555,-3.9019525,-25.93925,16.400671,-14.024949,10.115862,6.2731743,10.701156,-6.7278566,9.7978,19.05303,10.916126,9.76652,3.8237095,9.24201,5.3311825,12.676311,10.860884,0.9734154,11.800241,0.16156435,16.59007,0.29656887,-0.40748715,-3.2363594,4.607451,2.7630806,3.4206629,15.434217,-4.232037,12.019277,-1.0542512,14.041781,11.925018,2.5557756,12.178146,-11.248577,1.17383,16.077114,1.7718196,10.25139,6.5257072,5.363393,4.7258735,4.4253707,-1.3901412,6.5369487,-1.4677346,-1.082933,7.3221564,-1.0663748,6.640172,8.657587,-6.229162,5.015123,-11.127585,8.454847,2.052304429,2.191041724,2.345494827,2.410351559,2.425083598,2.390939261,2.356173634,2.269969389,2.313167172,2.465476521,2.543230088,2.619547504,2.686422019,2.716955033,2.700891497,2.647348032,2.580550526,2.504753814,2.415146455,2.337240231,2.233900713,2.17004861,2.162051927,2.178470567,2.246883924,2.281725008,2.369921268,2.492849675,2.569452351,2.644102531,2.645541595,2.651376767,2.742754412,2.785618223,2.77329202,2.74728178,2.721323831,2.711385793,2.648005014,2.539994356,2.376161781,2.292662537,2.292701015,2.268449128,2.234748747,2.222979891,2.24199347,2.251191374,2.238988651,2.205178306,2.197385368,2.242124059,2.234763026,2.16424844,2.09907819,2.045398172,2.037044907,2.022261256,1.992581895,2.046772824,2.227625724,2.262168559,2.305006536,2.336378782,2.175299299,2.039801937,1.907597989,1.793352794,1.695989421,1.637946278,1.593000768
El Salvador,0.22262718,20.54795,20.45455,7.5088024,12.270951,-1.569593,14.286793,13.184059,0,1.2327552,2.4205923,-5.910879,11.331677,73.46732,9.446335,-15.478241,25.337208,-11.240822,8.859992,-5.5213094,20.00202,5.6373715,11.160744,17.252708,0.17573833,6.8739653,4.8098683,3.3966064,4.368913,-0.19530654,-10.8252945,-14.18789,-3.6637068,7.606137,-15.756416,23.738539,0.10980368,22.719025,0.7693529,4.692757,-2.8334498,27.459658,5.137074,19.863165,13.50938,10.762668,-11.681164,22.680878,5.8247447,-2.500862,1.4874339,3.2872677,3.6276937,6.0127735,-2.8134167,0.7018924,6.670761,1.9019246,-6.4401093,-1.4404714,0.0977397,2.860999,-0.42346716,-5.8315334,0.9300709,8.3987,-1.0794759,-9.492338,4.9064994,20.551311,-12.651592,13.543582,2.335828706,2.33277087,2.35812751,2.379162662,2.417390406,2.461766113,2.504948421,2.499746415,2.538943152,2.687691823,2.824990666,2.723073286,2.600485053,2.653105109,2.714477524,2.718747152,2.664737929,2.585734336,2.467309631,2.438361214,2.434187743,2.434910105,2.467894923,2.435552026,2.377037419,2.276490058,2.226719587,2.187050658,2.065379386,1.785923265,0.953274141,1.168377418,1.996148379,2.004415283,1.991441681,1.92745018,1.937396133,2.018390118,1.897262403,1.782280894,1.709472486,1.631747679,1.417718857,1.136019269,1.002006893,0.873692416,0.792416662,0.714761568,0.628550778,0.533289585,0.421726129,0.293003087,0.149325708,0.030976007,-0.065719017,-0.132115962,0.163838915,0.496421393,0.522466598,0.542479882,0.568843008,0.579674013,0.575617812,0.550125721,0.480005417,0.402513995,0.295817667,0.142218015,0.020296819,0.153125323,0.292146058
Equatorial Guinea,0.028526697,0,0,0,166.66667,25,0,-10.000002,44.444443,0,-53.846157,0,0,16.666662,0,14.285719,-12.5,0,14.285719,50,-16.666668,79.99999,33.333336,-66.666664,75,21.428574,0,0,11.764706,-10.526318,-5.882353,18.75,5.2631617,-14.999998,29.41177,-18.181818,22.222221,22.727276,7.407403,10.344828,-46.875,5.8823586,0,5.555558,1556.1077,6.4305663,10.470676,45.68068,16.58839,9.076654,7.4843884,14.649021,-10.767639,13.470387,95.8675,1.150918,-0.42490363,-7.4038267,3.8039923,-17.506266,30.616879,-4.806173,13.227499,18.773567,-6.393099,-8.324945,7.4610114,4.020357,-23.577303,-22.809101,19.12099,1.8885374,1.713931625,1.649491301,1.633454944,1.592266478,1.554721534,1.55363295,1.558374316,1.571730154,1.608879733,1.678996713,1.770345521,1.868712733,1.953811452,2.067060559,2.173835593,2.254509647,2.355867401,2.348618767,1.188962563,-0.539018007,-1.533316515,-2.082936437,-2.372462209,-2.52584429,-2.55019381,-2.604703993,-1.72021509,-0.226443216,1.088803422,3.096116291,5.090633409,6.312988615,6.77939196,6.53492348,5.868586756,5.113486579,4.456774122,4.060571054,3.862454576,3.737389877,3.671899135,3.647834414,3.654869143,3.693085226,3.753389609,3.826012697,3.892486119,3.952686852,4.003664278,4.537951075,4.988912926,4.907489955,4.848728316,4.843252821,4.883665426,4.967749627,5.055658941,5.092033094,5.051991143,4.932416364,4.54097362,4.149142929,4.033318765,3.938446409,3.794715035,3.669360692,3.533740064,3.382663669,3.24846878,2.635151658,2.312037352
Eritrea,0.174902972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,,,,,10.614336,9.199465,-10.018373,-27.496147,4.995823,-1.7905533,3.625214,-4.1063604,18.288946,8.241272,-0.00936389,-28.611242,2.6255727,-27.33639,21.486628,0.00462532,16.182386,5.263078,-6.3658595,-0.070762634,-2.5938869,0.56607723,-0.0756979,11.839283,4.0249586,-1.1075616,9.286154,1.44477002,1.563042185,1.742721899,1.840429869,1.953610891,2.061049547,2.137620471,2.21482841,2.291500414,2.373212867,2.440593745,2.498677566,2.526219465,2.541273423,2.52598529,2.485638471,2.476820845,2.448692993,2.433955451,2.473338672,2.522117418,2.551494375,2.583356202,2.605068569,2.632780193,2.67168325,2.69882618,2.713204944,2.720804269,2.745151996,2.775642529,2.785766208,2.797311864,2.774077279,2.682094786,2.641991304,2.582285632,2.530217889,2.43296234,2.23048229,,,,,5.810549589,5.085288233,1.116165329,1.268823441,1.327094219,1.439950339,2.863784096,3.487977576,4.264340017,4.258772462,2.497758108,1.669136856,1.535051322,2.717831638,2.5806573,2.027003413,1.875190677,1.373986503,1.319657867,0.771935949,0.45279549,0.731311182,0.935087784,1.479378404,1.629754717,1.742059179,1.938473062
Estonia,0.400214506,8.393669,7.095444,5.8070183,9.234571,13.400232,9.638119,9.439039,6.746328,5.152905,4.131925,3.1279802,4.949844,7.2257996,6.33384,6.0787916,5.605221,4.551196,2.7927876,4.129946,5.2002907,6.132531,5.2407026,4.2493343,3.83358,5.1433086,3.8457155,3.3988357,3.4195185,0.8206725,3.944254,-1.9106925,1.8883586,1.4311552,0.89473724,7.8650355,-0.5941272,-0.515908,0.09326935,2.08081,-6.215644,-7.5093985,-28.482967,-20.401632,3.1192183,-9.8965225,5.435705,-1.8914878,-9.324771,-5.919206,-2.8627396,2.5860786,-3.2218218,12.317049,0.3700018,-1.3311148,-3.8129568,21.265924,-10.629284,-19.107038,31.618095,-0.10062456,-6.248933,10.627163,-4.2325735,-15.956211,10.523105,7.1427464,-4.5550766,-31.092548,-25.03332,12.783337,1.460940947,1.342116232,1.269031897,1.13513862,1.086861447,1.017531095,0.892321324,0.672198632,0.497782436,0.806955873,1.120543053,1.095078073,1.042814848,1.092297927,1.107815903,1.03215563,1.052984441,1.129695941,1.154484869,1.058314094,0.981195084,0.962945936,0.906596463,0.880180793,0.844030757,0.792682178,0.809111405,0.802887511,0.631771538,0.514106133,0.578878548,0.659685266,0.701219092,0.702765442,0.652179228,0.65432336,0.741726372,0.753447484,0.503909602,0.125270196,-0.388533038,-1.740498218,-2.470919219,-2.040036986,-1.68429697,-1.330993218,-0.966062285,-0.714018001,-0.410740566,-0.340850769,-0.571189114,-0.570324456,-0.553721998,-0.523427309,-0.510413023,-0.547793518,-0.424282935,-0.226633874,-0.192814933,-0.285168194,-0.428068963,-0.569430168,-0.614220557,-0.527514399,-0.210592018,-0.081748854,-0.038033519,0.239662623,0.292372081,0.104120972,-0.108622128
Eswatini,0.061014653,0,0,0,0,0,0,0,0,0,800,-88.88889,0,0,200,633.3334,150,12.727272,22.580647,9.210527,20.481932,9.000004,-4.5871553,-2.8846145,-15.841585,8.2353,-1.0869563,2.197802,29.032253,1.6666651,4.098356,-6.2992153,0,-37.815125,22.972977,31.868135,4.1666627,-4.799998,0,0,120.16807,-9.160304,-4.6218514,-14.537448,51.546394,-1.3605416,-25.862068,45.11628,1.6025662,6.6246033,-2.3668647,-9.393942,-1.3377905,-7.118636,-0.3649652,1.4651895,0,2.52707,-1.7605662,3.58423,-5.882353,1.1029363,16.000008,19.749212,-45.026176,12.85714,21.518982,-6.597221,4.832709,8.510649,-2.614379,3.6233187,2.532694607,2.456271344,2.407550449,2.353326884,2.300174909,2.270688016,2.260288638,2.251503183,2.243380641,2.228351366,2.219737464,2.238791144,2.301672759,2.440171714,2.63067766,2.771071981,2.781513574,2.704629255,2.684591372,2.71772599,2.749889823,2.776765884,2.805130316,2.865983888,2.959287293,3.064822754,3.152887845,3.257597515,3.328736914,3.326859021,2.908126925,2.92827666,3.305113226,3.31721361,3.720379024,3.973672247,3.929408965,4.801339992,3.996462565,3.397852523,4.245393437,4.044951467,3.073262119,-0.16682011,-0.192029678,2.108266078,1.762247727,1.494026334,1.405537721,1.327389707,1.221974428,1.066417382,0.917193992,0.808973281,0.713156738,0.669253935,0.703891915,0.656094006,0.548583131,0.505361967,0.499694959,0.532141815,0.563522302,0.583283727,0.620406204,0.659462221,0.674422773,0.685897157,0.707050657,0.907559071,0.993506498
Ethiopia,-0.18242631,-29.177427,58.851875,85.21103,47.958733,-16.223026,6.4549923,33.362164,-1.1459827,5.758691,4.3400764,-3.126055,16.117346,6.4922333,-3.486836,58.533524,27.852535,30.215883,60.773396,-3.396809,-0.8829653,11.971569,-23.966753,24.511683,-0.8353472,-30.394913,-2.7965486,-10.891283,30.733608,34.755836,-1.4452279,2.3397207,-20.75761,24.48175,-10.054374,8.994162,22.045576,16.359674,3.3544302,5.8350086,6.885648,-0.9387195,-0.73466897,1.9370437,-26.603949,14.052057,11.502051,6.655562,5.612588,-1.6885579,11.911642,23.152315,3.9183378,9.89567,5.9200287,-3.9240062,7.305062,9.804463,9.897959,0.5585909,-1.8063843,16.816008,9.540129,20.624088,22.85564,5.6576967,13.614225,8.033073,2.6005983,4.290676,6.807375,6.2288523,2.176690532,2.158782171,2.121213466,2.117263497,2.140972149,2.165381981,1.854184491,1.554882886,2.01483036,2.495044892,2.580690053,2.64851949,2.680918212,2.699372402,2.732685785,2.623194194,2.626272833,2.751527148,2.755113256,2.760963282,2.714437803,2.622203464,2.594259662,2.508689287,2.351253984,2.453603298,1.894094215,1.675954649,1.467817318,0.551755339,2.517471681,3.921844335,2.768370627,2.544333497,2.787079987,2.933670595,3.409260235,3.916612404,3.801311787,3.623334067,4.260402315,4.099018258,3.355980509,3.338821716,3.29857868,3.215860709,3.132241785,3.060923952,3.028723039,2.963112931,2.926380572,2.955009527,2.949391142,2.920628729,2.898876452,2.90179248,2.930615903,2.925101163,2.893946031,2.90297372,2.931452365,2.909530201,2.82573752,2.789668176,2.791913453,2.818349113,2.832319558,2.784104601,2.762824198,2.763910713,2.699940402
Faroe Islands,0.092205513,0,36.363636,53.33333,-8.69565,28.571426,14.814817,-16.129034,23.076927,-15.625,-40.74074,93.75,3.2258034,6.25,-2.9411793,12.121212,2.702701,21.052635,8.69565,15.999996,20.689667,1.4285684,-9.859157,7.812488,18.840588,15.853655,-5.263156,23.333336,-1.8018007,20.18349,-12.213743,4.347825,4.1666627,6.400001,2.2556424,3.6764622,-4.9645305,1.4925361,5.8823586,9.722221,21.518982,-6.770831,-1.1173189,-10.169495,-1.2578607,-0.6369412,5.128205,-1.8292665,5.5900574,1.1764765,9.30233,10.638296,-4.8076925,1.0100961,1.9999981,-3.4313738,-6.091368,1.6216159,-8.510637,-8.720928,9.554136,-9.883719,3.870964,9.937882,-7.909602,1.8404961,3.6144614,12.209309,2.5906682,2.020204,2.4752498,-2.8582036,0.484278585,0.134689162,0.054823163,-0.042687666,0.010835825,0.581247132,1.257160237,1.45494368,1.499460293,1.457254673,1.287779868,1.21286309,1.29122725,1.348022957,1.500267498,1.38949635,1.112733386,1.019537489,0.896627899,0.949299161,1.115794957,1.080876477,1.084921361,1.0573272,1.052883465,0.995057461,1.010196751,1.188259639,1.318287641,1.320403877,1.332674049,1.329223204,1.16917093,1.069156483,1.017543224,1.035535453,1.063079292,1.071652786,1.177569282,-0.026617324,-1.569981406,-1.940116835,-2.221421389,-2.316026081,-0.849158993,0.752137555,0.800145481,0.794719142,0.715482228,0.973780382,1.276676399,1.206666073,1.24819485,1.301948574,0.691114669,0.093789834,0.097109295,0.098717103,0.016153235,-0.091803557,-0.119539369,-0.103497623,-0.062248183,-0.02005128,0.669505701,1.333073359,1.433077058,1.423964502,1.398686698,1.383002185,0.929859117
Fiji,0.103734082,9.090912,19.444443,6.9767475,-6.5217376,9.30233,12.765956,-15.094339,6.666672,12.5,-1.8518507,-13.207549,36.956524,4.7619104,75.70837,-18.977886,-6.394744,10.232985,11.338067,9.264636,20.341278,5.618882,5.331433,8.866226,6.4037323,-7.103115,-22.420216,58.308853,-7.2640657,17.962896,-5.264592,35.934605,-22.470856,-15.11119,-18.579792,-0.7307589,4.379654,-21.082418,16.47687,13.721681,28.153778,-18.245674,11.492109,-0.2275765,-0.76442957,1.8836141,7.5675607,-3.5538018,-2.7457058,1.7714262,7.71811,27.882492,-15.576559,17.877626,29.305792,-19.286043,11.120129,-5.181175,-25.808477,-12.32006,47.180546,-8.534348,-2.975601,14.161217,13.14826,5.4647446,-4.5629206,8.108007,3.5431027,-0.14601946,-26.071274,4.3022275,1.577598186,1.982035107,2.370713213,2.632408605,2.913503518,3.119579079,3.202012163,3.232110779,3.223913071,3.166528697,3.095821636,3.099912121,3.142450475,3.091666636,2.972032638,2.79004094,2.51283579,2.254870774,2.148514347,2.095899925,2.019681535,1.92512787,1.80529942,1.740380635,1.83275702,2.066867806,2.365350383,2.58342781,2.650069559,2.627563972,2.571687445,2.504409008,2.442380027,2.399538066,2.299400677,1.971103024,1.503299323,1.15515102,0.978246084,0.897788703,0.486566438,0.204308089,0.274043544,0.212322885,0.221620278,0.614451761,1.110673214,1.283522069,1.282845909,1.21216808,1.140811976,1.086976523,1.047216353,1.011497871,0.965723198,0.937404344,0.851007783,0.678888052,0.513635994,0.402396828,0.319076716,0.24371526,0.196330545,0.165191311,0.118117275,0.066717016,0.005244906,-0.069002453,-0.11873059,0.156677345,0.412854876
Finland,0.261017613,21.884846,8.500242,-12.5805855,20.963383,19.376266,11.371779,0.6027341,-13.348752,27.79752,11.295557,-1.0952413,12.522591,15.164781,18.054974,10.8307,16.556286,-3.0557513,16.418695,13.867653,6.4866066,0.45028925,8.805156,11.821675,-5.4983377,-1.2501955,11.23892,-2.0732641,3.36684,4.6541333,7.194841,-11.585975,-16.393518,-3.5207748,1.6490936,17.562126,7.397294,8.116293,-9.516758,0.74886084,8.5171585,-3.0343473,-1.6724646,3.7759185,9.621048,-5.857575,10.181355,-2.0879805,-5.333674,-0.81884265,-3.1529248,9.65445,4.0422916,11.704922,-5.1132736,-17.25003,19.850302,-2.356255,-12.191439,-4.631448,14.62276,-11.61499,-9.696669,1.1124969,-7.920331,-7.2093067,6.929791,-5.490178,2.409637,-7.163787,-11.115562,0.56180954,0.757202166,0.820437707,0.996636218,0.979988685,0.977455653,1.013945454,0.918124892,0.718200892,0.761299092,0.792602695,0.747888381,0.798504738,0.868314962,0.72960594,0.510750302,0.506408971,0.680198525,0.585033217,-0.044665649,-0.42741698,0.083589362,0.555157787,0.500486928,0.458933897,0.412560408,0.279568677,0.245975209,0.271569708,0.245553721,0.288555927,0.414581721,0.558836526,0.606209342,0.54250731,0.385709363,0.248894254,0.176618917,0.156171683,0.241715738,0.35479028,0.472841727,0.506853866,0.438893371,0.387331176,0.341093708,0.29402597,0.274274174,0.267022912,0.230110566,0.185996693,0.204297386,0.212661531,0.209814435,0.259800519,0.326376056,0.358562349,0.414133388,0.472104087,0.456624928,0.412805333,0.37621935,0.362456796,0.327553006,0.264551481,0.176605391,0.137303226,0.081569614,-0.018866677,-0.02906481,0.017375414,0.030020017
